profileUrl,First Name,timestamp,postUrl,imgUrl,type,postContent,Themes,Subthemes,Content Format,Created/Cultivated/Curated,First Name (from First Name),Last Name (from First Name),Company (from First Name),Industry (from First Name),Title (from First Name),likeCount,commentCount,repostCount,postDate,commentContent,commentUrl,sharedPostUrl,action,Action Type,viewCount,postTimestamp,Date of Post,Weekday,Day of the Week,Time of Post,videoUrl,sharedJobUrl,articleTitle,articleSubtitle,articleReadingDuration,articleCoverUrl,eventUrl,eventTitle,3/23-4/23?,Thought Leadership?,Total Engagements,Post vs Engagements,Hour of Post,Month of Post,4/23-5/23
https://www.linkedin.com/in/keith-watson-b0186010/,https://www.linkedin.com/in/keith-watson-b0186010/,2024-04-24 16:45,https://www.linkedin.com/feed/update/urn:li:activity:7181290570177236996,https://media.licdn.com/dms/image/sync/D4E22AQE12IdHB6gVcg/feedshare-shrink_2048_1536/0/1712148241312?e=1717027200&v=beta&t=FcDZG1bMFEYBrqVBqjGhMSyjd81RZNjBHJlOZlu67NU,Article,"#USSteel has signed an agreement with CarbonFree to deploy cutting-edge SkyCycle„¢ technology at our Gary Works mill in Indiana, aiming to capture and mineralize 50,000 metric tons of CO2 yearly. That's the equivalent of offsetting emissions from 12,000 cars! This step marks an important step towards sustainable steel manufacturing. It aligns with our goals to cut greenhouse gas emissions intensity by 20% by 2030 and achieve net-zero by 2050. Scott Buckiso, #USSteel Senior VP & Chief Manufacturing Officer, shared, ""This initiative is a testament to U. S. Steel's commitment to innovation and sustainability, setting a new standard for the industry in North America."" #Sustainability #Innovation #CarbonCapture https://lnkd.in/eHAsgduc",Innovation,,news article,,Keith,Watson,United States Steel Corporation,Consumer & Industrial Products,Vice President - Advanced Manufacturing Technology and Capital Projects,179,3,31,3w,,,https://investors.ussteel.com/news-events/news-releases/detail/672/u-s-steel-and-carbonfree-sign-definitive-agreement-to,Keith Watson likes this,Likes,,2024-04-03 14:04,4/3/2024,Wednesday,Wednesday,2:04 PM,,,,,,,,,checked,,213,Engagement,2pm-3pm,April 2024,
https://www.linkedin.com/in/jamesnewsom/,https://www.linkedin.com/in/jamesnewsom/,2024-04-24 16:19,https://www.linkedin.com/feed/update/urn:li:activity:7181403903706501121,https://media.licdn.com/dms/image/D4E05AQF30GPkpFmrtw/videocover-high/0/1712155978025?e=1714582800&v=beta&t=mrxitZmzBWMvzEwtquVqeN_hjJb6XlF4epD7zyCBgLc,Video (LinkedIn Source),Sneaky peak at the game changing technology Jacuzzi®¸are bringing to the game! ™Jacuzzi®¸ is the 1st & only brand to offer Infrared & red light technology across a range of wellness products! ˜Guess what we have it on display in our swim spa showroom! 01889 508787 ....#swimspa #wellness #newtechnology,"Innovation,Product Development",,video,,James ,Newsom Jr.,Jaccuzi,Consumer & Industrial Products,"Senior Director, Data Services",65,2,1,3w,,,,James Newsom Jr likes this,Likes,,2024-04-03 21:35,4/3/2024,Wednesday,Wednesday,9:35 PM,,,,,,,,,checked,,68,Engagement,9pm-10pm,April 2024,
https://www.linkedin.com/in/adamstowitts/,https://www.linkedin.com/in/adamstowitts/,2024-04-24 15:55,https://www.linkedin.com/feed/update/urn:li:activity:7181712217707278336,https://media.licdn.com/dms/image/sync/D4E10AQEVjN7gjgnr_g/image-shrink_1280/0/1712217615942?e=1714579200&v=beta&t=f0_ki1jH5-as-WhLwI9dOiXiJ_9jE2HG89eMLAzfCCU,Article,The Coca-Cola Company brand smartwater is rolling out 12-oz. aluminium cans#cans #beveragecans #metalpackaginghttps://lnkd.in/enZ-YF_A,"Innovation,Product Development",,news article,,Adam,Stowitz,Ball Corporation,Consumer & Industrial Products,Global Innovation Director,183,15,10,2w,,,https://metalpackager.com/2024/04/smartwater-aluminium-cans-launched/,Adam Stowitts likes this,Likes,,2024-04-04 18:00,4/4/2024,Thursday,Thursday,6:00 PM,,,,,,,,,checked,,208,Engagement,6pm-7pm,April 2024,
https://www.linkedin.com/in/willruble/,https://www.linkedin.com/in/willruble/,2024-04-24 16:08,https://www.linkedin.com/feed/update/urn:li:activity:7181765396624986113,https://media.licdn.com/dms/image/sync/D5627AQGjYvXznjnNIg/articleshare-shrink_800/0/1712256053701?e=1714582800&v=beta&t=YjWwaVwu7xb27hldU7KNP9MZADzpbuIOhDDyZyeIy8U,Article,"Our name might be new to you, but our founders, George Slessman and Bill Slessman, are no strangers to the world of #datacenters. With a legacy of innovation spanning decades, they're at the helm of DCX, steering our team towards pioneering solutions in #HPC, #AI, #machinelearning, and mission-critical applications. This article revisits their journey and the expertise they bring to the DCX team. Discover the vision and proven track record behind our leadership. ” https://lnkd.in/gpHHkkWS #colocation","Data and Analytics,AI/Machine Learning,Innovation",,article/blog/company website/press release,,Will,Ruble,Diverzify,Consumer & Industrial Products,VP of Business Intelligence | Architecture | CRM,76,3,1,2w,,,https://www.dcx.us/data-center-innovators-george-slessman-bill-slessman-return-to-industry-with-new-venture-dcx-us/,Will Ruble likes this,Likes,,2024-04-04 21:31,4/4/2024,Thursday,Thursday,9:31 PM,,,,,,,,,checked,,80,Engagement,9pm-10pm,April 2024,
https://www.linkedin.com/in/keith-watson-b0186010/,https://www.linkedin.com/in/keith-watson-b0186010/,2024-04-24 16:45,https://www.linkedin.com/feed/update/urn:li:activity:7181789446306963458,https://media.licdn.com/dms/image/sync/D4D27AQG5HEUbgT5RRg/articleshare-shrink_800/0/1712214524062?e=1714582800&v=beta&t=zqSbg6Io58sLl77rw8BhTe9_R2tfwpIqQLjnUtsV9ek,Article,"Exciting news for #USSteel. We  announced the signing of a definitive agreement with CarbonFree to capture carbon emissions generated by blast furnaces at our Gary Works blast furnaces “ a first-of-its-kind project. Innovating to capture carbon at an integrated steel mill is the latest example of how #USSteel is working to create a more sustainable future for our communities, employees, customers, suppliers and the many other stakeholders who depend on us. Read more here: https://lnkd.in/ez_sMmSq #climate #climateaction #climatetech #climatechange #tech #science","Product Development,Innovation",,news article,,Keith,Watson,United States Steel Corporation,Consumer & Industrial Products,Vice President - Advanced Manufacturing Technology and Capital Projects,176,7,4,2w,,,https://www.businesswire.com/news/home/20240403431370/en/U.-S.-Steel-and-CarbonFree-Sign-Definitive-Agreement-to-Capture-Carbon-Dioxide-Emissions-at-One-of-the-Largest-North-American-Integrated-Steel-Mills,Keith Watson likes this,Likes,,2024-04-04 23:07,4/4/2024,Thursday,Thursday,11:07 PM,,,,,,,,,checked,,187,Engagement,11pm-12am,April 2024,
https://www.linkedin.com/in/jmingori/,https://www.linkedin.com/in/jmingori/,2024-04-24 16:24,https://www.linkedin.com/feed/update/urn:li:activity:7181608503013224448,https://media.licdn.com/dms/image/D4E05AQElYC9NbYey2A/videocover-high/0/1712228148214?e=1714582800&v=beta&t=Aa68O7Kajk-dx76w3yiAp2i0DjwAT5Gi22ZTvgyyjQw,Video (LinkedIn Source),"Don't talk about the product!' Rare clip that explains the genius behind Apple's ""Think Different"" campaign - Steve Jobs in 1997.#technology #marketing #innovation #inspiration",Innovation,,video,,Joseph,Mingori,Logitech,Consumer & Industrial Products,"VP & GM, Mobile Solutions BU ",7267,196,1608,2w,,,,Joseph Mingori likes this,Likes,,2024-04-04 11:08,4/4/2024,Thursday,Thursday,11:08 AM,,,,,,,,,checked,,9071,Engagement,11am-12pm,April 2024,
https://www.linkedin.com/in/keith-watson-b0186010/,https://www.linkedin.com/in/keith-watson-b0186010/,2024-04-24 16:45,https://www.linkedin.com/feed/update/urn:li:activity:7181578772238737408,https://media.licdn.com/dms/image/D4E22AQF2wyr-FqoWtQ/feedshare-shrink_800/0/1712170979862?e=1717027200&v=beta&t=YNzZevVp1lEhAAn-bpEw6SaBWQ1UX9Sx_BrhZKjDqPg,Image,"We're ecstatic to be joining forces with the United States Steel Corporation to capture carbon emissions from its Gary Works Blast Furnaces plant. This groundbreaking project will be the first commercial-scale carbon capture utilization plant at a steel plant in North America, paving the way for a greener, more sustainable future in steel manufacturing. Our innovative SkyCycle technology will capture and mineralize emissions equivalent to 12,000 passenger cars per year, then convert the emissions into specialty-grade, carbon-neutral calcium carbonate.Stay tuned as we embark on this journey alongside #USSteel to reduce emissions, drive innovation, and build a brighter, cleaner world together! https://carbonfree.cc/#CarbonCapture #ClimateTech #ClimateAction #GreenFuture #CarbonFree",Innovation,,infographic,,Keith,Watson,United States Steel Corporation,Consumer & Industrial Products,Vice President - Advanced Manufacturing Technology and Capital Projects,259,6,20,2w,,,,Keith Watson likes this,Likes,,2024-04-04 09:10,4/4/2024,Thursday,Thursday,9:10 AM,,,,,,,,,checked,,285,Engagement,9am-10am,April 2024,
https://www.linkedin.com/in/keith-watson-b0186010/,https://www.linkedin.com/in/keith-watson-b0186010/,2024-04-24 16:45,https://www.linkedin.com/feed/update/urn:li:activity:7181789818291417088,https://media.licdn.com/dms/image/D4E22AQEfkrBbQxxMuw/feedshare-shrink_800/0/1712259048469?e=1717027200&v=beta&t=uaytHESEjdVcq_W3gBCuuHVnjsrnaAvI3svECg3WDkU,Image,"Yesterday, CEO Martin Keighley took the stage at Techonomy Climate in Silicon Valley alongside Erika Chan, Head of Sustainability at the United States Steel Corporation.The two leaders shed a light on #CarbonFree and #USSteel's commitment to driving innovation for a greener future. By leveraging cutting-edge carbon capture technologies, CarbonFree and U. S. Steel are revolutionizing the steel manufacturing industry.Learn more about our efforts: https://carbonfree.cc/ #TechonomyClimate #SustainabilityLeadership #CarbonCapture #GreenFuture #ClimateAction #ClimateTech",Innovation,,Personal/Public Pictures,,Keith,Watson,United States Steel Corporation,Consumer & Industrial Products,Vice President - Advanced Manufacturing Technology and Capital Projects,38,0,2,2w,,,,Keith Watson likes this,Likes,,2024-04-04 23:08,4/4/2024,Thursday,Thursday,11:08 PM,,,,,,,,,checked,,40,Engagement,11pm-12am,April 2024,
https://www.linkedin.com/in/keith-watson-b0186010/,https://www.linkedin.com/in/keith-watson-b0186010/,2024-04-24 16:45,https://www.linkedin.com/feed/update/urn:li:activity:7181579611556716544,https://media.licdn.com/dms/image/D4E10AQGz1HXnbvXmMQ/image-shrink_800/0/1712170115464?e=1714582800&v=beta&t=uHtkLe6ZrgNsA-GbGfSn_ntT93XHKHkhYBh2Cc07ydA,Image,"If you think about the future of establishing a greener economy, steel is essential ™»¸At #TechonomyClimate CarbonFree CEO Martin Keighley and United States Steel Corporation's GM of Sustainability Erika Chan announced that they have teamed up to build the first commercial scale carbon capture plant, set to be operational in 2026. The plant will turn carbon into carbon carbonate, and is a step in creating a profitable, sustainable carbon capture model. Follow along virutally here: https://hubs.la/Q02rJMzb0#climate #climateaction #climatetech #climatechange #tech #science",Innovation,,Personal/Public Pictures,,Keith,Watson,United States Steel Corporation,Consumer & Industrial Products,Vice President - Advanced Manufacturing Technology and Capital Projects,25,0,4,2w,,,,Keith Watson likes this,Likes,,2024-04-04 09:13,4/4/2024,Thursday,Thursday,9:13 AM,,,,,,,,,checked,,29,Engagement,9am-10am,April 2024,
https://www.linkedin.com/in/carrgreg/,https://www.linkedin.com/in/carrgreg/,2024-04-24 16:30,https://www.linkedin.com/feed/update/urn:li:activity:7182110004554952705,https://media.licdn.com/dms/image/sync/D4E27AQH5VerRHZfGIA/articleshare-shrink_800/0/1712323599308?e=1714582800&v=beta&t=XH2vhU9Er9qSEVj5BzHoMzNVoZ-x4o-cksYrytOLDws,Article,"By virtue of our new partnership with Instacart, PubMatic continues to innovate for customers by raising the bar on programmatic efficacy.EMARKETER said it best: ""The PubMatic-Instacart partnership will offer advertisers better, data-based targeting”possibly creating a new standard for highly-efficient programmatic campaigns."" Learn more about this match made in heaven:",Innovation,,article/blog/company website/press release,,Greg,Carr,Pepsico,Consumer & Industrial Products,Head of Innovation for Pepsico Data & Analytics,77,0,1,2w,,,https://www.emarketer.com/content/pubmatic-instacart-join-forces-marry-retail-media-data-with-programmatic-advertising,Greg Carr likes this,Likes,,2024-04-05 20:21,4/5/2024,Friday,Friday,8:21 PM,,,,,,,,,checked,,78,Engagement,8pm-9pm,April 2024,
https://www.linkedin.com/in/jmingori/,https://www.linkedin.com/in/jmingori/,2024-04-24 16:22,https://www.linkedin.com/feed/update/urn:li:activity:7182083827362660353,https://media.licdn.com/dms/image/D4D10AQFGl9PAE6dhBg/image-shrink_800/0/1712332801774?e=1714582800&v=beta&t=JVIj4FOf0-pgNOT1Ktk3yEAXOTm-dUdHdGREnxeLuO0,Image,"Leading companies are increasingly deploying sophisticated technologies in pursuit of innovations that will help them secure future growth.However, for those investments to bring enterprise-wide benefits, companies need to develop operating models and cultures that embrace innovation.These nontechnological elements are often overlooked, but our research shows them to be critical to anchoring the innovation practices that are necessary for growth and long-term performance. https://mck.co/3TMD0p7 #Innovation",Innovation,,"survey/study/report,infographic",,Joseph,Mingori,Logitech,Consumer & Industrial Products,"VP & GM, Mobile Solutions BU ",468,13,40,2w,,,,Joseph Mingori reposted this,Repost,,2024-04-05 18:37,4/5/2024,Friday,Friday,6:37 PM,,,,,,,,,checked,,521,Engagement,6pm-7pm,April 2024,
https://www.linkedin.com/in/asha-devasia-abab127/,https://www.linkedin.com/in/asha-devasia-abab127/,2024-04-24 16:37,https://www.linkedin.com/feed/update/urn:li:activity:7182495044778569729,https://media.licdn.com/dms/image/D5622AQGbNU9BXhRJFA/feedshare-shrink_800/0/1712240827217?e=1717027200&v=beta&t=QOJykdHzSQtvArj6Or3vXIFuTEpIqqoj9qi9nrpcAGw,Image," We had a great Expert Learning Session yesterday at #InnovationSummit in Paris where I discussed with Ygal Levy from @Microsoft and Dominique Bonte from @ABI research about AI/GenAI product strategy, key use cases, and best practices. It is great to see how condition-based maintenance and advanced tech like AI and Digital Twin are transforming downtime management. I will be sharing the recording of the session very soon, in the meantime I invite you to discover our Schneider Electric Services: https://lnkd.in/g29mCK67  #ElectricalAssetManagement #AI #DigitalTwin","Innovation,AI/Machine Learning",genAi,"Personal/Public Pictures,webinar/webcast/event",,Asha,Devasia,Schneider Electric,Consumer & Industrial Products,SVP Strategy & Innovation at Schneider Electric,184,6,2,2w,,,,Asha Devasia celebrates this,Reaction,,2024-04-06 21:51,4/6/2024,Saturday,Saturday,9:51 PM,,,,,,,,,checked,,192,Engagement,9pm-10pm,April 2024,
https://www.linkedin.com/in/fgpadilha/,https://www.linkedin.com/in/fgpadilha/,2024-04-24 14:36,https://www.linkedin.com/feed/update/urn:li:activity:7182910719435112448,,Document,"This is what we call legacy: in 1989, the groundbreaking paper 'Handwritten Digit Recognition with a Back-Propagation Network' introduced the Convolutional Neural Network (CNN). Authored by Yann LeCun and team, it revolutionized pattern recognition by enabling hierarchical feature learning directly from raw data. This seminal work not only significantly advanced handwritten digit recognition but also laid the foundation for modern neural network research. Decades later, CNNs remain a cornerstone of artificial intelligence, inspiring countless applications across diverse domains.Thank you Yann LeCun !","Digital Transformation,Innovation",,document,,Frederico,Padliha,Capital One,Banking,Head of Strategy for Enterprise Product and Experience,1729,28,103,2w,,,,Frederico Padilha likes this,Likes,,2024-04-08 01:22,4/8/2024,Monday,Monday,1:22 AM,,,,,,,,,checked,,1860,Engagement,1am-2am,April 2024,
https://www.linkedin.com/in/carrgreg/,https://www.linkedin.com/in/carrgreg/,2024-04-24 16:29,https://www.linkedin.com/feed/update/urn:li:activity:7183243836490428416,https://media.licdn.com/dms/image/D4E05AQG-D77YKzBOeg/feedshare-thumbnail_720_1280/0/1712577409484?e=1714582800&v=beta&t=iSIr5PFFP70yVsu_dl6ONFpoD8g5GDkmMW_E28rZVdI,Video (LinkedIn Source),The Raven has landed...Check us out at www.ravenxventures.com,"Product Development,Innovation",,video,,Greg,Carr,Pepsico,Consumer & Industrial Products,Head of Innovation for Pepsico Data & Analytics,75,14,1,2w,,,,Greg Carr likes this,Likes,,2024-04-08 23:26,4/8/2024,Monday,Monday,11:26 PM,,,,,,,,,checked,,90,Engagement,11pm-12am,April 2024,
https://www.linkedin.com/in/jennes-zhang/,https://www.linkedin.com/in/jennes-zhang/,2024-04-24 15:53,https://www.linkedin.com/feed/update/urn:li:activity:7184184557250777088,https://media.licdn.com/dms/image/D4E22AQFeAM2q_u43Vw/feedshare-shrink_800/0/1712804689695?e=1717027200&v=beta&t=XXzIRxC-7hy8lDyUwdC0FGqHIK4mLp_TTek937FKL78,Image,"Thrilled to be among the 30,000 attendees at Google Next Vegas this week!   It's was an incredible opportunity to connect with the brightest minds in tech, explore groundbreaking solutions, and witness  AI innovation unfold.I was selected to be part of the Leaders Circle track, designed for senior executives to dive deep into strategic business challenges.  Katie Couric  moderated many of the panel discussions with the industry leaders. It was a pleasure to be on the panel ""How Tech Innovators Are Framing the Future of Business"" with David Kline  and Sandeep Dadlani. Alison Wagonfeld  was an amazing moderator!!Google revealed the release of Gemini Pro 1.5!   I have high expectations and want to explore the 19 built in Responsible Controls. Early insights suggest its potential for significant impact in AI advancements.  It's an incredibly exciting time to be in tech with AI revolutionizing the industry.","Innovation,AI/Machine Learning,Organizational Change Management",,Personal/Public Pictures,,Jennes,Zhang,Archer Daniels Midland,Consumer & Industrial Products,Vice President Technology Operations,240,20,2,1w,,,,Jennes Zhang likes this,Likes,,2024-04-11 13:44,4/11/2024,Thursday,Thursday,1:44 PM,,,,,,,,,checked,,262,Engagement,1pm-2pm,April 2024,
https://www.linkedin.com/in/keith-watson-b0186010/,https://www.linkedin.com/in/keith-watson-b0186010/,2024-04-24 16:45,https://www.linkedin.com/feed/update/urn:li:activity:7184294532455276544,https://media.licdn.com/dms/image/D4E10AQEW5g_-VRCCqQ/videocover-high/0/1712669523814?e=1714582800&v=beta&t=txouYFlSb-KXZVS5F8OBuoCd2mWIfps20GMKWmQVNU8,Video (LinkedIn Source),"The HGTV Smart Home Giveaway® 2024 is coming soon! This year's HGTV Smart Home checks all your must-have home boxes. It's packed with the latest design, cool tech, and features a sustainable steel roof manufactured with steel by #USSteel and crafted with precision by McElroy Metal. You don't want to miss this! https://bit.ly/3TNwaQl#HGTVSmartHome #HGTV #metalroofs #Sustainability #Innovation #ConstructionTech #SmartHomes #EcoFriendlyLiving #GreenBuilding #ModernArchitecture #SustainableDesign #BuildingMaterials #EcoInnovation #RenewableMaterials #HomeDesign #ad #FutureHome #SustainableLiving #SteelInnovation","Innovation,Product Development,Human-centered design",,video,,Keith,Watson,United States Steel Corporation,Consumer & Industrial Products,Vice President - Advanced Manufacturing Technology and Capital Projects,67,1,7,2w,,,,Keith Watson likes this,Likes,,2024-04-11 21:01,4/11/2024,Thursday,Thursday,9:01 PM,blob:https://www.linkedin.com/a5dade4c-ea03-4d2f-a83b-40283e59600c,,,,,,,,checked,,75,Engagement,9pm-10pm,April 2024,
https://www.linkedin.com/in/john-bachner/,https://www.linkedin.com/in/john-bachner/,2024-04-24 16:27,https://www.linkedin.com/feed/update/urn:li:activity:7184257435442814977,https://media.licdn.com/dms/image/D4E22AQFKqle62w1_Jw/feedshare-shrink_800/0/1712583257835?e=1717027200&v=beta&t=8-ycLhZNGhYKfxbZZUVADLdIyu6F4wFkMiSUEH7WMFk,Image,"It's great working with industry-leading companies that belong to the Reusable Packaging Association. I recently recorded this podcast with one of our member companies.Listen, and learn more about what should be considered when considering reuse.  Learn more at reusables.org.#reuse#innovation#circular","Product Development,Innovation",,"podcast,company branded asset",,John,Bachner,Newell Brands,Consumer & Industrial Products,"Vice President, Research & Development, Baby Business Unit and Corporate Technical COE",19,0,0,2w,,,https://www.linkedin.com/feed/update/urn:li:activity:7183094814853242880/,John Bachner likes this,Likes,,2024-04-11 18:34,4/11/2024,Thursday,Thursday,6:34 PM,,,,,,,,,checked,,19,Engagement,6pm-7pm,April 2024,
https://www.linkedin.com/in/brandy-brown-03b6277/,https://www.linkedin.com/in/brandy-brown-03b6277/,2024-04-24 15:42,https://www.linkedin.com/feed/update/urn:li:activity:7184000635971760128,https://media.licdn.com/dms/image/D4E22AQFYU5ksOKGhxQ/feedshare-shrink_800/0/1712773144797?e=1717027200&v=beta&t=bglVzzICznIwzhHKJAQpn0y42lwhOzfX-b_iYOMKfZY,Image,"This was the start of Spotify.$60B of market cap today, just a wireframe at the start.""We started building the product. That's always what came first for us."" ”Daniel EkLet's rewind to get the full context: (As Daniel told Stockholm Tech Fest 2015)2002Daniel had the idea of Spotify when he experienced the magic of Napster. He loved the concept but hated the business model. He felt, ""Holy shit, this is what I want to do."" The timing just wasn't right. 2006Daniel and his co-founder Martin Lorentzon both had just sold their prior companies. They were figuring out what to build next. They eventually agreed there was a compelling opportunity to make Napster with the right business model.They started the company with a bunch of people at the KTH Royal Tech Institute in Stockholm. And they communicated a simple vision: ""Imagine having all the world's music in your iTunes library."" 2007One of the people making that vision a reality was lead designer Rasmuss Anderson (who has since gone on to also help design the first version of Figma). Working closely with the team, he created this iconic wireframe that defined the Spotify user experience:1. Launch app2. Login to spotify3. Personalize your homepage experience4. Discover & play unlimited musicBut the Spotify idea didn't start out this perfect. They iterated and iterated until they had something that would not just work, but delight users. The result is these early interactions still define the app we see today.2008After two years of iterating on the product, Spotify actually launched in Europe. The team waited until they could ""provide the best possible service."" And the result was wildfire. Spotify experienced hockey stick growth in Europe, went global in 2011, and public in 2018. The key lesson? Iterating on wireframes was done extensively before they ever wrote any code. This is a great takeaway for product builders of all types:Don't skip your wireframes!","Innovation,User Experience",,Personal/Public Pictures,,Brandy,Brown,Wells Fargo,Banking,"SVP, Digital Product Management Director",2251,177,104,1w,,,,Brandy Brown likes this,Likes,,2024-04-11 01:33,4/11/2024,Thursday,Thursday,1:33 AM,,,,,,,,,checked,,2532,Engagement,1am-2am,April 2024,
https://www.linkedin.com/in/senuta/,https://www.linkedin.com/in/senuta/,2024-04-24 15:35,https://www.linkedin.com/feed/update/urn:li:activity:7184350121378086913,https://media.licdn.com/dms/image/D4E22AQEbA90pcal4Xg/feedshare-shrink_800/0/1712769424851?e=1717027200&v=beta&t=0fw4tZX6kchNEdXrLwUQJuKU5X2jFTmJoLgnf3CjdiU,Image,"Very excited to be moderating a panel next Thursday, April 18 at 2:35 PT at the TRANSACT event in Las Vegas. I'll be joined by Ginger Bergman, Aparna Mohan and Tamara Romanek for a fun, robust discussion on Faster Payments in the U.S. We'll discuss the latest trends, consumer behavior and the future of payments”and more! Looking forward to seeing everyone there! #ETATRANSACT #T24 #TRANSACT2024 #PaymentsEvent #Payments","Innovation,Human-centered design",,"infographic,webinar/webcast/event",,Michael,Senuta,Truist,Banking,Head of Innovation and Partnerships at Truist,78,3,3,1w,,,,Michael Senuta likes this,Likes,,2024-04-12 00:42,4/12/2024,Friday,Friday,12:42 AM,,,,,,,,,checked,,84,Engagement,12-1am,April 2024,
https://www.linkedin.com/in/brandy-brown-03b6277/,https://www.linkedin.com/in/brandy-brown-03b6277/,2024-04-24 15:42,https://www.linkedin.com/feed/update/urn:li:activity:7184525353372020737,https://media.licdn.com/dms/image/D4E22AQHLh3O8EgBH7g/feedshare-shrink_800/0/1712880214296?e=1717027200&v=beta&t=9BHDER2LwK5VcMbLsFVFehntgXN1tV7ERA-44WFXRg0,Image,"Oh what an event! Last month, I had the honor of attending the Seventh Annual Wells Fargo Patent Inventor Awards event. Along with my fellow executive sponsor Ather Williams III, we recognized employees for their 2023 patent activity and achieving notable milestones. It was so exciting to meet and hear from the employees “ including those from Wells Fargo Technology ˜ “ whose ingenuity and ideas are driving more innovation for the company and allowing us to better support our customers. Thank you to The Patent Group at WF and all of the volunteers and organizers for putting together the event. And kudos to Tiago Spritzer for moderating such a lively discussion.  Very proud to work for a company that is committed to supporting innovation and recognizes our very own inventors! Congrats to all the honorees (and all those future inventors)!! #WeAreWellsFargo #Ideas #Technology #Innovation",Innovation,,"Personal/Public Pictures,webinar/webcast/event",,Brandy,Brown,Wells Fargo,Banking,"SVP, Digital Product Management Director",670,12,4,1w,,,,Brandy Brown celebrates this,Reaction,,2024-04-12 12:18,4/12/2024,Friday,Friday,12:18 PM,,,,,,,,,checked,,686,Engagement,12pm-1pm,April 2024,
https://www.linkedin.com/in/john-bachner/,https://www.linkedin.com/in/john-bachner/,2024-04-24 16:27,https://www.linkedin.com/feed/update/urn:li:activity:7184556677839376384,https://media.licdn.com/dms/image/D4E22AQGgaHFAlvPMTw/feedshare-shrink_800/0/1712926059425?e=1717027200&v=beta&t=AMFuSGU5keeuI01-fZt_YfadSK_Etg9nG76voGMztdc,Image,"I'm proud to share @Newell Brands' annual Corporate Citizenship Report, Building Today for a Better Tomorrow. The report captures the progress we've made to strengthen our front-end capabilities, such as proprietary consumer understanding to drive superior innovation and product, packaging, and operational sustainability wins across the organization.  While our work continues, the report is a celebration of our 2023 accomplishments and the work our people do every day to create value, delight our consumers and support a more sustainable future.  I invite you to read more here: https://lnkd.in/eeCQx6WU","Innovation,Leadership",,"survey/study/report,company branded asset",,John,Bachner,Newell Brands,Consumer & Industrial Products,"Vice President, Research & Development, Baby Business Unit and Corporate Technical COE",247,6,3,1w,,,,John Bachner likes this,Likes,,2024-04-12 14:23,4/12/2024,Friday,Friday,2:23 PM,,,,,,,,,checked,,256,Engagement,2pm-3pm,April 2024,
https://linkedin.com/in/amylanducci/,https://linkedin.com/in/amylanducci/,2024-04-24 15:48,https://www.linkedin.com/feed/update/urn:li:activity:7184649142533541889,https://media.licdn.com/dms/image/sync/D4E27AQH9iqV5XJbVGw/articleshare-shrink_800/0/1712842833803?e=1714579200&v=beta&t=47hdI7OevCHxmnlyPsBFPhH_gM71TqqXs3jKtlL9Z2U,Article,"A few days ago, I had an insightful conversation with Steve Swan from @The Swan Group, where we break down the transformative impact AI is having in our field. Our discussion spans from the reduction of drug discovery timelines to addressing ethical concerns related to data biases. We also confront challenges tied to data quality and the implications for the workforce in the era of AI.To grasp the full spectrum of AI's influence on biotech and the vision it's charting for our future, tune in here ‘‰ https://lnkd.in/evCn4F6T #podcast #pharma #biotech #databiases #dataquality #data #ai #technology #IT","AI/Machine Learning,Innovation",Responsible AI,"article/blog/company website/press release,podcast",,Amy,Lucci,3M,Consumer & Industrial Products,"Chief Information and Digital Officer, Health Care Business",121,4,1,1w,,,https://swangroup.net/podcast/diverse-ai-with-rajvir-madan/,Amy Landucci likes this,Likes,,2024-04-12 20:30,4/12/2024,Friday,Friday,8:30 PM,,,,,,,,,checked,,126,Engagement,8pm-9pm,April 2024,
https://www.linkedin.com/in/fgpadilha/,https://www.linkedin.com/in/fgpadilha/,2024-04-24 14:36,https://www.linkedin.com/feed/update/urn:li:activity:7185094563798097921,https://media.licdn.com/dms/image/D5605AQFNSbbe7z-7gQ/videocover-high/0/1712168302319?e=1714575600&v=beta&t=QwPs-Igmp5ht6SbstXZUkmLYoEPuOsR9CSdlYld_HQs,Video (LinkedIn Source),"Spatial computing is more than the Apple Vision Pro and Virtual reality! We have to think about it as visualizing and manipulating information in 3D space. This is a perfect example!   Combining artificial intelligence with the industrial Metaverse will be a complex yet rewarding investment. The immediate challenge is unwinding deeply entrenched systems, processes and workflows. We have to migrate from flat files and interfaces to a dynamic, multimodal, digital models, 3-D platforms, assets, simulations, and virtual environments that require new interfaces, and UX design. What does that mean for your business? What does that mean for you operationally and how will it scale?Do you think we're having enough conversations about this?(Also, in my 2021 TechCrunch article on the ""Chinaverse"" expect many exciting prototypes to come out of China! Cant wait to visit again!)#apple #applevisionpro #spatialcomputing #ai","User Experience,Product Development,Innovation",,video,,Frederico,Padliha,Capital One,Banking,Head of Strategy for Enterprise Product and Experience,38,12,4,2w,,,,Frederico Padilha likes this,Likes,,2024-04-14 02:00,4/14/2024,Sunday,Sunday,2:00 AM,,,,,,,,,checked,,54,Engagement,2am-3am,April 2024,
